listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,official_masterfile_sources,official_masterfile_sector_values,weak_sector_resolution_queue,residual_decision,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
PSE::PREIT,PREIT,PSE,Stock,Premiere Island Power REIT Corp.,fundlike_stock_sector_gap,core_exclusion_candidate,pse_listed_company_directory,,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,needs_official_evidence,0.3,"Official listing scope evidence (e.g., from PSE listing directory or regulatory filing) to determine if the listing should be classified as core or excluded.","The ticker is a core exclusion candidate because it is a REIT (fundlike_stock_sector_gap), but the official masterfile (pse_listed_company_directory) does not expose sector values, preventing a scope determination.",Cannot apply sector enrichment or scope decision without official scope evidence.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
PSE::RLT,RLT,PSE,Stock,Philippine Realty and Holdings Corp,shell_or_cpc_sector_gap,core_exclusion_candidate,pse_listed_company_directory,,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,needs_official_evidence,0.2,"Official listing scope evidence from PSE (e.g., confirmation of core/excluded status for shell/CPC) before any sector enrichment.","The listing is a core-exclusion candidate with a shell/CPC sector gap. Although PSE has a masterfile match, it does not expose sector; scope must be resolved first.",Sector fill is blocked pending official scope confirmation because the listing may be out of scope.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
SEM::DELN,DELN,SEM,Stock,GRIT REAL ESTATE INCOME GROUP LIMITED - (USD),fundlike_stock_sector_gap,core_exclusion_candidate,,,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,needs_official_evidence,0.2,Official listing scope evidence from SEM to confirm if this fund-like stock is in core scope and whether it qualifies for sector assignment.,"No official masterfile or sector data exists. The listing is a core-exclusion candidate flagged as fund-like, so scope verification is required before any sector fill.",Sector fill is held until official scope determination due to the fund-like nature and missing authoritative source.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
SEM::NITL,NITL,SEM,Stock,NATIONAL INVESTMENT TRUST LTD,fundlike_stock_sector_gap,core_exclusion_candidate,sem_isin,,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,needs_official_evidence,0.2,"Official scope confirmation from SEM (e.g., via ISIN masterfile or exchange directory) to determine if this fund-like stock is part of the core universe and can receive a sector.","An official ISIN masterfile match exists but lacks sector exposure. The listing is a fund-like core-exclusion candidate, so scope must be validated before sector enrichment.",Sector fill is blocked pending scope review; the ISIN masterfile does not guarantee it is in scope.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
CSE_MA::AFMA,AFMA,CSE_MA,Stock,AFMA ASSUREUR CONSEIL,official_industry_taxonomy_unavailable_gap,accepted_source_gap,,,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,keep_source_gap,0.2,Official venue industry taxonomy source for CSE_MA to fill sector (currently accepted as unavailable).,"The listing is kept in scope with an accepted source gap: no official industry taxonomy is available from the exchange, so sector must remain blank.",Sector left intentionally blank until a venue-official taxonomy parser or source exists.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
CSE_MA::AFRIC-INDU,AFRIC-INDU,CSE_MA,Stock,AFRIC INDUSTRIES SA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,,,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,keep_source_gap,0.2,Official venue industry taxonomy source for CSE_MA (currently unavailable) to fill sector.,"Accepted source gap: the exchange does not provide an official sector/industry taxonomy, so the listing stays in scope with no sector value.",Sector remains blank due to the absence of an official CSE_MA taxonomy source.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
CSE_MA::AFRIQUIA-G,AFRIQUIA-G,CSE_MA,Stock,AFRIQUIA GAZ,official_industry_taxonomy_unavailable_gap,accepted_source_gap,,,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,needs_official_evidence,0.1,Official venue industry or sector taxonomy source for the exchange.,The issuer's sector cannot be determined because the official masterfile does not expose sector values and no official taxonomy source is available. The gap is accepted until a source exists.,No official sector data available to apply; sector must remain blank until source is integrated.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
CSE_MA::AGMA,AGMA,CSE_MA,Stock,AGMA LAHLOU-TAZI,official_industry_taxonomy_unavailable_gap,accepted_source_gap,,,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,needs_official_evidence,0.1,Official venue industry or sector taxonomy source for the exchange.,The issuer's sector cannot be determined because the official masterfile does not expose sector values and no official taxonomy source is available. The gap is accepted until a source exists.,No official sector data available to apply; sector must remain blank until source is integrated.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
CSE_MA::AKDITAL,AKDITAL,CSE_MA,Stock,AKDITAL,official_industry_taxonomy_unavailable_gap,accepted_source_gap,,,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,needs_official_evidence,0.1,Official venue industry or sector taxonomy source for the exchange.,The issuer's sector cannot be determined because the official masterfile does not expose sector values and no official taxonomy source is available. The gap is accepted until a source exists.,No official sector data available to apply; sector must remain blank until source is integrated.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
CSE_MA::ALLIANCES,ALLIANCES,CSE_MA,Stock,ALLIANCES DEVELOPPEMENT IMMOBILIER,official_industry_taxonomy_unavailable_gap,accepted_source_gap,,,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,needs_official_evidence,0.1,Official venue industry or sector taxonomy source for the exchange.,The issuer's sector cannot be determined because the official masterfile does not expose sector values and no official taxonomy source is available. The gap is accepted until a source exists.,No official sector data available to apply; sector must remain blank until source is integrated.,keep_source_gap_until_official_taxonomy,Keep sector blank until an official venue taxonomy or issuer taxonomy source maps the exact listing.,"Record a listing-keyed official taxonomy mapping decision, or leave the sector blank as a reviewed source gap. DeepSeek output alone must not be applied."
